CSKU,1C code,Item name,in case,coif,arge_group,category,brand,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22
738908,81475622,Fairy Lemon 16x1L,16.00000,1.00000,,dishwashing liqud,Fairy,0.37935,0.53843,0.30578,0.11391,0.31028,0.24441,0.32400,0.46159,0.17483,0.20136,0.30567,0.31899,0.11846,0.24069,0.55721,0.23108,0.94579,0.09163,0.25549,0.16779,0.35629,0.51362,0.48549,0.44556,0.27079,0.38357,0.50569,0.48668,0.39000,0.36250,0.44306,0.63206,0.38606,0.44631,0.37356,0.63400,0.30281,0.29975,0.00050,,-0.00100,0.00088,0.00013,,,,,,,,,,-0.00006,,-0.00019,,,
700687,81743687,Fairy Lemon 21x500ml New,21.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54679,2.09463,0.02638,0.73956,0.67858,0.74496,0.75284,2.20954,1.69197,0.16429,0.69912,0.67674,0.20923,0.41956,0.61133,0.26749,0.02191,0.01072,0.00841
700692,81743690,Fairy Apple 21x500ml New,21.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54254,1.00514,0.41819,0.73524,0.27521,0.45188,0.39466,1.68485,1.52777,0.16576,0.55951,0.60311,0.20236,0.39800,0.55548,0.49176,0.50054,0.00247,0.00584
700685,81743698,Fairy Forest Ber 21x500ml New,21.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42988,1.02530,0.32327,0.53848,0.38444,0.32502,0.00653,1.76773,1.19187,0.09204,0.48441,0.49985,0.15067,0.31562,0.42875,0.40478,0.12279,0.00181,-0.00003
738181,81730983,Fairy Pure & Clean 21x450ml,21.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80440,0.08730,0.34786,0.23084,0.21588,0.64356,0.50103,0.45158,0.05422,0.21430,0.28776,0.09582,0.18505,0.23891,0.20049,0.52589,0.34685,0.42475
739698,,FAIRY HDW APPLE 21X450ML ALHRM CEN/PL,21.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739700,,FAIRY HDW LEMON 21X450ML ALHRM  CEN/PL,21.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739702,,FAIRY HDW POMEGRN 21X450ML ALHRM CEN/PL,21.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739701,,FAIRY HDW APPLE 12X900ML ALHRM CEN,12.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739699,,FAIRY HDW LEMON 12X900ML ALHRM CEN,12.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700686,81743688,Fairy Lemon 10x1 L New,1.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62263,1.85356,0.37638,0.55606,0.71431,0.70856,0.73188,2.42463,1.78031,0.21688,0.98569,0.90925,0.27406,0.46400,0.00600,,,,0.00006
700691,81743692,Fairy Apple 10x1 L New,1.00000,1.00000,base,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56163,1.72288,0.33463,0.52594,0.67350,0.50325,0.45938,1.78506,1.68231,0.20569,0.65125,0.64113,0.28638,0.56856,0.84644,0.58538,0.00563,,-0.00013
739076,81677043,Fairy ADW Lemon 5X22,5.00000,1.00000,fairy pods,pods,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00586,0.00132,0.00484,0.00704,0.00968,0.00425,0.00396,0.00718,0.01070,0.00616,0.00249,0.00235,0.00410,0.00176,0.00469,0.00015,0.02155,0.07403,0.07653,,,,,,0.00674
737770,81634426,Fairy ADW Lemon 5X36,5.00000,1.00000,fairy pods,pods,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01824,0.02112,0.01800,0.01488,0.03816,0.04416,0.05712,0.02472,0.02784,0.03792,0.04344,0.01656,0.01248,0.00888,0.00936,0.00360,0.03768,0.06288,0.06264,,,,,,0.13032
737879,81688699,Fairy ADW Pl-Lemon 5X16,5.00000,1.00000,fairy pods,pods,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00512,0.00213,0.00448,0.00576,0.01471,0.00714,0.01311,0.00863,0.00863,0.01237,0.00469,0.00437,0.01141,0.00640,0.01247,0.00288,0.01023,0.00213,-0.00139,,-0.00043,,,,
739120,81688700,Fairy ADW Pl-Lemon 5X26,5.00000,1.00000,fairy pods,pods,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00797,0.00659,0.00815,0.00745,0.00763,0.01837,0.01941,0.00017,0.00017,,0.00017,0.00156,,,,,,,,,,,,,
737964,,Pamp BW Sensitive 12x52,12.00000,1.00000,total wipes,wipes,Pampers,0.03168,0.04568,0.03200,0.03064,0.07376,0.05824,0.00960,0.00040,0.00184,-0.00024,,,,,0.03832,0.05368,0.02088,0.05480,0.05527,0.04104,0.02132,0.01909,0.02533,0.02555,0.01337,0.01322,0.01701,0.00549,0.00767,0.01033,0.02266,0.00691,0.00995,0.01657,0.01092,0.01679,0.00565,0.00557,0.00877,0.05482,0.18073,0.10667,0.14433,0.13624,0.09367,0.06136,0.06218,0.07867,0.00030,,,,,,,,0.05200,0.13000
737963,,Pamp BW Fresh 12x52,12.00000,1.00000,total wipes,wipes,Pampers,0.03328,0.04352,0.02880,0.03410,0.07488,0.06400,0.06345,0.00027,0.00219,,,,,,0.04388,0.07917,0.02962,0.04544,0.05668,0.03638,0.01779,0.01737,0.02006,0.02273,0.01657,0.00854,0.01597,0.00319,0.00719,0.01034,0.01478,0.00483,0.00691,0.00966,0.01062,0.02325,0.00438,0.00423,0.00706,0.05378,0.16766,0.08297,0.09560,0.08505,0.06366,0.07963,0.04227,0.14768,0.04554,0.06997,0.07072,,,,,,0.01634,0.13037
737867,81688520,PAMP Pants S6 3x25,3.00000,1.00000,total pants,diapers,Pampers,,,,,,,,,,,,,,,,,0.03500,0.08100,0.10283,0.13667,0.11250,0.12883,0.10717,0.12883,0.08367,0.11317,0.12250,0.14100,0.10056,0.12015,0.11279,0.11390,0.11098,0.14876,0.14376,0.15779,0.15946,0.07667,0.15848,0.20391,0.13418,0.16376,0.22613,0.33030,0.16696,0.15751,0.30322,0.23738,0.12029,0.28349,0.25891,0.26627,0.30114,0.29766,0.47573,0.26947,0.00556,0.14557
737864,81688518,PAMP Pants S5 3x28,3.00000,1.00000,total pants,diapers,Pampers,,,,,,,,,,,,,,,,,0.03251,0.07141,0.10470,0.12601,0.08867,0.09707,0.07623,0.07825,0.05383,0.05103,0.05943,0.05943,0.04480,0.09598,0.09427,0.06238,0.07638,0.11714,0.11341,0.08836,0.12430,0.03438,0.09707,0.13192,0.08961,0.11948,0.15743,0.17859,0.16801,0.28453,0.29278,0.22822,0.07001,0.20379,0.19524,0.21375,0.22370,0.34847,0.41241,0.36138,0.33525,0.22697
737863,81692466,PAMP Pants S4 3x30,3.00000,1.00000,total pants,diapers,Pampers,,,,,,,,,,,,,,,,,0.02584,0.05764,0.07056,0.09251,0.07181,0.05612,0.03111,0.04820,0.03222,0.02111,0.02903,0.03889,0.02350,0.04300,0.05967,0.03833,0.05017,0.08050,0.05483,0.05900,0.05550,0.01783,0.05100,0.06417,0.04683,0.07250,0.10317,0.21517,0.07133,0.10400,0.24317,0.11350,0.04067,0.09133,0.08717,0.11183,0.12033,0.26867,0.19350,0.21667,0.22833,0.14067
739303,81561943,PAMP NewBaby S1 8*27,8.00000,1.00000,total n1,diapers,Pampers,0.32520,0.67290,0.59880,0.79980,0.54435,0.80340,0.55455,1.49595,0.83730,0.75255,0.56820,1.08840,0.28170,0.59490,0.48915,0.39945,0.33570,0.65235,0.27660,0.63780,0.59760,0.56790,0.62235,1.02780,0.17070,0.34125,0.24600,0.37035,0.45780,0.49230,0.88785,0.68115,0.93675,0.94425,0.84570,0.88560,0.74415,0.21480,0.33585,0.41145,0.28005,0.29385,0.50910,0.62760,0.88830,0.58875,0.75990,1.12290,0.47100,0.65235,0.71220,0.42870,0.59550,0.64800,0.56025,0.99090,0.48405,0.72465
738025,81680814,PAMP GP S3 2x90 6-10 kg,2.00000,1.00000,total pampers ,diapers,Pampers,,,,,,,,,,,,,,,,,0.85800,0.15250,0.97050,0.93800,1.00500,1.55900,1.82000,2.07100,2.14700,1.87250,2.25150,0.88800,1.06750,2.52800,1.61300,1.84150,1.15750,2.66050,2.48350,3.07550,1.46500,2.45300,2.16300,1.57600,5.26950,3.17900,3.71450,1.47550,1.73500,1.13050,1.35950,2.10900,0.45150,1.64200,1.42150,0.83650,1.05250,2.73750,2.09400,1.87550,3.28900,1.41700
739307,81680818,PAMP GP S4 2x76 9-14 kg,2.00000,1.00000,total pampers ,diapers,Pampers,,,,,,,,,,,,,,,,,1.58789,0.11357,1.98983,1.54567,2.27735,3.10064,2.95498,3.54648,2.06751,1.69091,3.55619,1.63054,2.32294,3.71409,3.26023,4.11518,1.95605,4.90216,3.03140,5.38263,2.92669,4.06368,6.16074,2.54755,4.00203,3.28598,5.02207,3.80360,3.76138,2.52560,3.45360,4.57960,0.97739,2.81861,2.97018,1.72300,1.86359,3.89606,3.27965,4.56989,5.26652,3.01366
738026,81680823,PAMP GP S4+ 2x70 10-15 kg,2.00000,1.00000,total pampers ,diapers,Pampers,,,,,,,,,,,,,,,,,0.29945,0.00817,0.01789,0.05639,0.06689,0.15089,0.17034,0.14039,0.03850,0.04511,0.18045,0.07467,0.07934,0.40407,0.08284,0.07778,0.11861,0.11006,0.13028,0.22440,0.04472,0.07039,0.09489,0.18589,0.94386,0.27573,0.56585,0.14856,0.12561,0.17773,0.21467,0.33095,0.08828,0.21506,0.20145,0.14545,0.31501,0.36440,0.62341,0.19406,0.46824,0.12250
739309,81680827,PAMP GP S5 2x64 11-16 kg,2.00000,1.00000,total pampers ,diapers,Pampers,,,,,,,,,,,,,,,,,2.02628,0.22009,2.24032,1.97330,2.51232,3.47408,3.90358,4.14962,2.10272,2.34663,4.85184,2.37827,3.53274,4.37149,3.93843,4.90126,2.29934,5.60240,3.66714,6.92007,3.64048,4.96739,6.45643,3.85416,4.48811,4.77930,5.68453,4.65913,4.80028,2.77293,4.65166,6.44363,1.58646,4.27122,4.34767,2.77862,3.06520,5.76489,4.07354,6.02337,5.57040,3.74039
738028,81680831,PAMP GP S6 2x56 13-18kg,2.00000,1.00000,total pampers ,diapers,Pampers,,,,,,,,,,,,,,,,,1.83922,0.30643,0.92334,1.16507,2.00411,1.82460,0.80326,2.48009,1.17689,1.40679,2.98874,1.68367,3.06838,4.89951,1.85073,3.14460,1.85353,3.48183,3.55836,5.12102,3.60565,3.36486,3.87942,4.69574,5.99023,4.88551,6.43915,3.84177,4.08474,2.76506,4.18492,6.36542,1.98108,4.77010,3.65947,3.32721,4.51748,5.82441,3.82342,5.35248,3.40841,4.41980
737966,81680794,PAMP JP S3 2x70,2.00000,1.00000,total pampers ,diapers,Pampers,0.25875,0.36490,0.44826,0.66374,0.88839,0.72107,0.42343,0.88674,0.58130,0.53361,0.56687,1.16613,0.52703,0.39148,0.51439,0.46046,0.28908,0.24073,0.13067,0.08167,0.09139,0.14039,0.24190,0.33329,0.06648,0.08595,0.02839,0.08672,0.01050,0.00583,0.01283,0.01206,0.00739,0.00233,0.20806,0.04900,0.00156,0.00467,0.24261,,,0.02217,0.15439,-0.00117,0.01283,0.01089,0.00078,0.00933,,,,,,,-0.00078,,,
737962,81680796,PAMP JP S4 3x62,3.00000,1.00000,total pampers ,diapers,Pampers,0.55966,0.91807,0.94047,1.65339,1.97233,1.82228,0.84020,1.80699,1.72059,1.21428,1.09344,2.22383,1.10671,0.95615,1.22736,0.99124,0.40460,0.41720,0.21045,0.32618,0.10505,0.21665,0.49220,0.49357,0.05649,0.15052,0.02893,0.01825,0.01309,0.00723,0.00827,0.00482,0.00207,0.02514,0.00276,0.12124,0.00448,0.01516,0.69610,0.00861,0.00482,0.03617,0.66097,-0.04822,0.01516,0.00207,0.01068,0.00689,,0.00344,0.00207,0.00103,0.07474,,,,,
737955,81680801,PAMP JP S5 2x54,2.00000,1.00000,total pampers ,diapers,Pampers,0.72629,1.08886,0.79592,2.21817,2.90287,2.68388,1.15820,1.98763,1.90385,1.38359,1.40617,3.02697,1.63909,1.49466,2.27774,1.64933,0.88016,0.69282,0.27390,0.45270,0.14550,0.32460,0.49680,0.74040,0.05850,0.16110,0.04380,0.57540,0.03540,0.00750,0.01800,0.00900,0.01050,0.03300,0.02160,0.42570,0.04500,0.07350,1.21771,0.00330,0.00450,0.02520,-0.00840,0.00180,0.01320,,,,,,,,,,,,,
737946,81680808,PAMP JP S6 3x48,3.00000,1.00000,total pampers ,diapers,Pampers,0.56550,0.98430,1.09260,1.99920,2.09371,1.77006,0.85313,1.07485,0.98196,0.91327,0.82595,2.27792,1.27527,0.92347,1.94857,1.46137,0.62331,0.35012,0.56773,0.45280,0.19600,0.18560,0.53813,0.66907,0.09493,0.13520,0.23920,1.16747,0.13147,0.00907,0.15227,0.20693,0.01387,0.03440,0.01627,0.25040,0.03467,0.14293,0.38240,0.00027,,0.02880,-0.00720,0.00160,0.01200,,,,,,,,,,,,,
737947,81087755,PAMP S1 NewBaby 4x43,4.00000,1.00000,total n1,diapers,Pampers,0.18586,0.32013,0.43289,0.26303,0.44101,0.49070,0.31535,0.68325,0.47350,0.44913,0.25945,0.71216,0.19853,0.22480,0.29337,0.16078,0.31033,0.36910,0.25323,0.41401,0.38893,0.67704,0.71097,0.64145,0.31296,0.39251,0.63882,0.39777,0.27115,0.31176,0.51005,0.30293,0.57073,0.36169,0.44913,0.56237,0.30651,0.12686,0.29767,0.36958,0.13283,0.24344,0.31296,0.01601,0.00382,0.01863,0.00526,0.32849,0.32729,0.13952,0.21597,0.22074,0.09293,0.20187,0.12279,0.35931,0.06880,0.00287
737948,81571285,PAMP S2 9x17 new,9.00000,1.00000,total pampers ,diapers,Pampers,0.09095,0.23545,0.17378,0.24933,0.14913,0.20051,0.12363,0.29863,0.15319,0.17699,0.13118,0.35417,0.07178,0.16547,0.26662,0.06800,0.08793,0.11163,0.07546,0.19474,0.16159,0.15442,0.18738,0.27597,0.03957,0.12240,0.09218,0.04212,0.00774,-0.00246,,,-0.00019,-0.00009,-0.00009,-0.00038,,,,,,,,,,,,,,,,,,,-0.00132,,,0.00132
737950,81571286,PAMP S3 8x15 new,8.00000,1.00000,total pampers ,diapers,Pampers,0.10317,0.28651,0.32893,0.36193,0.21159,0.28951,0.14359,0.23068,0.12392,0.21801,0.12542,0.35143,0.06467,0.15601,0.25410,0.07284,0.11934,0.12717,0.08459,0.12967,0.16959,0.13151,0.13426,0.24860,0.04675,0.08792,0.08534,0.03017,0.04634,0.04725,-0.00375,0.00067,0.00592,0.01800,0.00083,-0.00033,,,0.00025,,-0.00008,,-0.00025,0.00058,0.00008,,,-0.00008,,,,,-0.00017,0.00017,-0.00133,,,0.00133
737951,81571287,PAMP S4 8x13 new,8.00000,1.00000,total pampers ,diapers,Pampers,0.25611,0.43306,0.53967,0.70629,0.38323,0.59029,0.27222,0.47055,0.33895,0.32371,0.21624,0.56321,0.13809,0.22000,0.36639,0.18563,0.15577,0.13378,0.21147,0.24528,0.27243,0.21928,0.24296,0.37420,0.05417,0.13513,0.15998,0.04608,0.06103,0.07251,0.06659,0.02492,0.04160,0.04232,0.03387,0.02492,0.01466,,0.00022,,,,,0.00332,0.00036,,,,,,,,,,-0.00007,-0.00029,,0.00007
737949,81571288,PAMP S5 8x11 new,8.00000,1.00000,total pampers ,diapers,Pampers,0.41740,0.70157,0.85655,0.95482,0.66668,0.65665,0.55087,0.55142,0.38525,0.47607,0.36490,0.91736,0.20815,0.40395,0.52263,0.31149,0.32500,0.30410,0.33239,0.38244,0.29603,0.24482,0.30031,0.54696,0.10854,0.18499,0.20033,0.07266,0.09925,0.03532,0.00391,,,,-0.00122,0.00122,,0.00006,0.00031,,,,,0.00031,,,,,,,,,,,,,,
737959,81678651,PAMP S6 8x10 new,8.00000,1.00000,total pampers ,diapers,Pampers,0.33598,0.50895,0.73986,0.82724,0.68325,0.74493,0.34647,0.46557,0.39278,0.34656,0.33802,0.80599,0.25083,0.34968,0.37416,0.29778,0.25003,0.27697,0.21087,0.31319,0.26250,0.19804,0.28647,0.50451,0.11193,0.20681,0.25614,0.04661,-0.00006,-0.00006,,,,,-0.00048,0.00048,,,0.00022,,,,,,,,,,,,,,,,,,,
737958,81499892,PAMP S2 MINI 2x66,2.00000,1.00000,total pampers ,diapers,Pampers,0.31642,0.42311,0.44071,0.51001,0.56501,0.52761,0.32082,0.84549,0.67207,0.60644,0.42641,1.11828,0.28525,0.63320,0.54301,0.50341,0.36665,0.53384,0.28525,0.59324,0.68197,0.64934,0.93972,1.00645,0.79490,0.59764,0.66694,0.44365,0.07040,0.04986,0.00037,,0.00073,,,0.00037,0.00073,0.00037,,,,,,,,,,,,,,,,,,,,
737956,81555677,PAMP S3 MIDI 3x54,3.00000,1.00000,total pampers ,diapers,Pampers,0.10920,0.10440,0.28470,0.07260,0.07680,0.18810,0.04320,0.12480,0.12330,0.10860,0.08070,0.12330,0.07110,0.09390,0.03570,0.07020,,0.02520,0.01230,0.02400,0.00030,0.01470,0.03120,0.04590,0.00030,,0.01260,0.02880,0.00360,0.00360,0.04680,,0.01560,0.02670,0.00900,0.05130,0.00270,0.00750,-0.00030,0.04680,0.00600,0.01290,0.00210,0.00090,,,-0.00120,,,-0.00150,,-0.00030,-0.00060,-0.01860,,-0.00060,,
737961,81555693,PAMP S4+ MAXI 4x40,4.00000,1.00000,total pampers ,diapers,Pampers,0.04822,0.05288,0.10199,0.03955,0.10467,0.05422,0.06311,0.05445,0.04667,0.03889,0.02844,0.09133,0.02111,0.06600,0.05578,0.06022,0.03422,0.03089,0.01222,0.02422,0.02022,0.04356,0.02400,0.02844,0.01489,0.01378,0.02867,0.02000,0.01289,0.00556,0.00156,,0.00489,,,,,,0.00022,,-0.00022,-0.00044,-0.00067,0.00022,,-0.00022,,,,,,,,,,,,
737960,81499722,PAMP S4 MAXI 3x46,3.00000,1.00000,total pampers ,diapers,Pampers,0.12599,0.10069,0.21798,0.29260,0.22540,0.11372,0.09736,0.12675,0.08561,0.09174,0.04702,0.11858,0.11398,0.08816,0.05341,0.05265,0.02760,0.10069,0.00997,0.00179,0.01329,0.01840,0.00920,0.07769,0.00077,0.00077,0.00230,0.01431,0.00102,0.00486,0.00102,,0.01533,0.02147,,0.04881,0.00077,0.00562,0.00153,0.00307,0.00179,0.00230,-0.00230,0.00102,0.00179,0.00613,0.00588,0.00460,,,,-0.00179,,,,,,
737953,81680813,PAMP S5 JUNIOR 3X38,3.00000,1.00000,total pampers ,diapers,Pampers,0.11520,0.12500,0.33120,0.14700,0.16820,0.17400,0.08520,0.05540,0.10780,0.05940,0.05700,0.09800,0.03780,0.13060,0.03740,0.09780,,0.06713,0.01098,0.02005,0.00380,0.00929,0.00338,0.01520,-0.00042,0.00401,0.01583,-0.00050,0.00773,0.00757,0.00569,0.00232,0.00633,0.01794,0.01435,0.01837,0.00148,0.00823,0.00443,0.07557,-0.00020,-0.00040,-0.00021,,0.00021,,,-0.00021,,,,,,,,,,
737829,81680817,PAMP S6 4x32,4.00000,1.00000,total pampers ,diapers,Pampers,0.06850,0.07700,0.09383,0.19317,0.12517,0.06817,0.06617,0.05383,0.05083,0.02867,0.03317,0.07367,0.10450,0.06680,0.04427,0.02204,0.02169,0.01244,0.02631,0.00338,0.00124,0.00356,0.00107,0.00196,0.00196,0.00107,0.00249,0.00246,0.00249,0.00267,0.00231,0.00249,0.00107,0.00996,0.00889,0.00889,0.00071,0.00356,-0.00018,0.10027,-0.00018,,-0.00071,0.00071,,,,,,,,,,,,,,
737995,81689698,Pamp Premium S1 2x52 VP,2.00000,1.00000,total premium,diapers,Pampers,,,,,,,,,,,,,,,0.17161,0.06471,0.10400,0.10349,0.08450,0.10725,0.12654,0.10697,0.13624,0.23776,0.04305,0.03900,0.06385,0.03128,0.09360,0.10892,0.19443,0.08811,0.12365,0.12965,0.10256,0.17408,0.05316,0.44519,0.18246,0.40937,0.16866,0.21870,0.31923,0.36315,0.37384,0.44115,0.47957,0.37904,0.24759,0.37990,0.21436,0.16410,0.16034,0.21407,0.18605,0.21119,0.16496,0.13636
737994,81689699,Pamp Premium S2 2x46 VP,2.00000,1.00000,total premium,diapers,Pampers,,,,,,,,,,,,,,,0.11653,0.04932,0.05827,0.07721,0.05235,0.08022,0.11125,0.02407,0.08015,0.20623,0.04293,0.04498,0.08612,0.05805,0.05822,0.10043,0.20470,0.14106,0.30768,0.32429,0.37387,0.47967,0.12215,0.34474,0.51749,0.37540,0.29260,0.34244,0.66520,0.48708,0.61996,0.56553,0.57243,0.58470,0.53768,0.75719,0.47890,0.35905,0.27625,0.37361,0.29950,0.32327,0.25785,0.25248
737936,81629457,Pamp Premium S3 4x40,4.00000,1.00000,total premium,diapers,Pampers,0.10333,0.09333,0.10867,0.03367,0.22333,0.12500,0.11800,0.16467,0.10467,0.11667,0.06733,0.20367,0.05467,0.07800,0.06600,0.05667,0.01900,0.07700,0.04767,0.04589,0.07300,0.10522,0.08033,0.14934,0.06489,0.04489,0.14489,0.01644,0.05067,0.05300,0.18356,0.05022,0.11511,0.09689,0.16178,0.12422,0.09733,0.03889,0.10942,0.20200,0.10556,0.13889,0.11622,0.19756,0.14222,0.17600,0.16822,0.36356,0.05200,0.24378,0.15800,0.15911,0.17289,0.20400,0.24045,0.23023,0.15711,0.14178
737935,81689701,Pamp Premium S4 4x34,4.00000,1.00000,total premium,diapers,Pampers,0.12117,0.15406,0.18147,0.07991,0.41198,0.27436,0.20801,0.23744,0.19819,0.21263,0.15687,0.34235,0.08494,0.17912,0.12740,0.22910,0.11787,0.22216,0.12480,0.09576,0.09825,0.14508,0.15198,0.33001,0.08009,0.11240,0.22688,0.00520,0.09728,0.14073,0.24897,0.09634,0.20571,0.07707,0.20401,0.20269,0.10560,0.07877,0.16340,0.24801,0.13175,0.18418,0.18963,0.25747,0.17454,0.17341,0.16604,0.36798,0.13752,0.24349,0.22876,0.18248,0.21459,0.23650,0.27069,0.26824,0.17700,0.14621
737938,81689908,Pamp Premium S5 4x30,4.00000,1.00000,total premium,diapers,Pampers,0.11807,0.21780,0.22172,0.10291,0.51261,0.37010,0.25154,0.26327,0.26914,0.22685,0.25252,0.52092,0.06209,0.35234,0.19189,0.23345,0.17014,0.36985,0.13543,0.10304,0.11965,0.17368,0.21034,0.40735,0.10234,0.13651,0.26517,0.15487,0.17644,0.16449,0.28818,0.10236,0.19246,0.08177,0.19682,0.30201,0.14884,0.08200,0.17634,0.21610,-0.00007,0.23525,0.19593,0.35443,0.19568,0.15119,0.16134,0.37735,0.11951,0.27918,0.25285,0.25068,0.21584,0.19684,0.31352,0.30168,0.18851,0.15317
700062,83733864,ALWAYS Classic Normal 16x9,16.00000,1.00000,classic,feminine care,Always,0.12784,0.10868,0.17404,0.07721,0.19429,0.17599,0.17276,0.15221,0.12960,0.12218,0.12851,0.18499,0.04549,0.16676,0.12716,0.22909,0.09139,0.16538,0.05884,0.17726,0.13924,0.12739,0.07973,0.10418,0.12615,0.17745,0.10005,0.10759,0.19695,0.08828,0.13991,0.12795,0.13628,0.12773,0.13095,0.24113,0.08449,0.24161,0.09443,0.09349,0.10534,0.40279,0.15308,0.10526,0.13249,0.10665,0.44903,0.13185,0.06904,0.11486,0.16751,0.07508,0.07129,0.12465,0.13136,0.00870,0.00323,-0.00068
700037,83706279,Always Classic Fresh 16x9,16.00000,1.00000,classic,feminine care,Always,0.11003,0.11565,0.17801,0.07256,0.20419,0.16118,0.15589,0.16073,0.11933,0.11025,0.10050,0.16511,0.04358,0.14580,0.10991,0.22826,0.07091,0.12349,0.05760,0.17910,0.11790,0.12656,0.06671,0.10433,0.11494,0.15765,0.08355,0.08951,0.17404,0.07954,0.11850,0.11625,0.12158,0.09383,0.12060,0.17400,0.08175,0.16800,0.08625,0.08404,0.10208,0.35696,0.11805,0.07519,0.11640,0.07560,0.47588,0.10571,0.05209,0.07808,0.12345,0.06473,0.05175,0.10508,0.07208,0.00930,0.00514,-0.00015
738968,83723122,Always Classic Night 16X8,16.00000,1.00000,classic,feminine care,Always,0.18422,0.14496,0.31205,0.14129,0.35951,0.30831,0.29182,0.30191,0.23909,0.28048,0.27405,0.36218,0.11053,0.35991,0.32488,0.31758,0.27255,0.26752,0.14386,0.36111,0.33491,0.31201,0.27205,0.33771,0.32588,0.44311,0.29335,0.27445,0.45484,0.14386,0.52843,0.27328,0.36014,0.35194,0.41517,0.43807,0.29438,0.44371,0.40321,0.33658,0.35654,1.01660,0.32418,0.33788,0.38791,0.31471,1.16843,0.38318,0.20985,0.36481,0.49840,0.13482,0.00287,0.04306,0.68322,0.44754,0.35118,0.90541
702641,83733865,ALWAYS CLASSIC MAXI 12x8,12.00000,1.00000,classic,feminine care,Always,0.15593,0.13813,0.21450,0.10517,0.24613,0.23093,0.21690,0.20450,0.18523,0.18950,0.18667,0.23857,0.07343,0.23480,0.19473,0.26737,0.18247,0.17047,0.08933,0.25293,0.22540,0.20037,0.14330,0.20737,0.19793,0.24737,0.16753,0.18183,0.26893,0.11397,0.22130,0.21230,0.21507,0.20010,0.22543,0.33247,0.13960,0.27890,0.20407,0.15800,0.18583,0.55930,0.20893,0.16743,0.22703,0.18683,0.73630,0.17053,0.09410,0.19003,0.26060,0.08367,0.00250,0.00563,-0.00097,0.25093,0.28343,0.59407
700052,83700288,ALWAYS U LIGHT 16x10,16.00000,1.00000,ultra,feminine care,Always,0.09367,0.07063,0.13947,0.09546,0.15497,0.16726,0.16113,0.12942,0.25576,0.10896,0.05146,0.14988,0.07946,0.11746,0.09671,0.08825,0.11896,0.22376,0.05250,0.13280,0.13305,0.11526,0.10888,0.08055,0.09288,0.13117,0.06671,0.07984,0.07442,0.09617,0.12426,0.13330,0.08530,0.07255,0.06484,0.15159,0.06046,0.05296,0.15751,0.07638,0.07971,0.23614,0.05475,0.01142,0.11984,0.07809,0.21964,0.22918,0.02463,0.08438,0.18797,0.01642,0.11601,0.14230,0.08096,0.10776,0.02925,0.16359
