sku,code,item_name,in_case,coef,arge_group,category,brand,date,sales,month,year
737851,81668950.0,BAM 3D Sens 12x75ml,12.00000,1.0,expensive,oral care,BAM,2019-07-01,0.01641,Jul,2019
703400,81579806.0,BAM 3D Luxe Perfection 12x75ML,12.00000,1.0,expensive,oral care,BAM,2019-07-01,0.02102,Jul,2019
700232,81407647.0,BAM 3D LUXE GLAMOUR 12x75ML,12.00000,1.0,expensive,oral care,BAM,2019-07-01,0.02062,Jul,2019
738095,81680087.0,OR/B ProExp Prof Protect 500ml,6.00000,1.0,oral care,oral care,OR/B,2019-07-01,,Jul,2019
703009,,OR/B ProExp Clinic Floss25m,12.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.01801,Jul,2019
701210,75073696.0,OR/B 3D White 40med,96.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.00876,Jul,2019
701232,81309771.0,OR/B Classic 40 Med DUO,96.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.18537,Jul,2019
703985,75045149.0,OM009 OB ProExp AiO 40M 2ct EE CEN TR,72.00000,1.0,oral care,oral care,OR/B,2019-07-01,,Jul,2019
702647,75058755.0,OR/B Anti Bac 40 Med,96.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.00075,Jul,2019
703010,80209957.0,OR/B ProFlexClinic 38Med,96.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.00214,Jul,2019
703307,80232424.0,OR/B Complete 5 WyClean 40med,96.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.00915,Jul,2019
703858,80212265.0,OR/B Braun D16 ProfCare x4brush,6.00000,1.0,oral care,oral care,OR/B,2019-07-01,,Jul,2019
701300,81317994.0,OR/B EB20 2 Brush Set,12.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.0024,Jul,2019
701334,81317998.0,OR/B EB18 2 Brush Set,12.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.0022,Jul,2019
702261,84855524.0,OR/B Braun D12.513 Vitality,6.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.04,Jul,2019
701357,75050899.0,OR/B Shiny Clean 40 Med,96.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.26785,Jul,2019
701383,13257398.0,OR/B Maxi Clean 40MED,96.00000,1.0,oral care,oral care,OR/B,2019-07-01,0.03731,Jul,2019
702807,81322990.0,Gil Clear Gel Sport 70 ml,6.00000,1.0,antiperspirant,antiperspirant,Gilette,2019-07-01,0.04122,Jul,2019
703815,81439599.0,Gil Gel PowerRush 70ml,6.00000,1.0,antiperspirant,antiperspirant,Gilette,2019-07-01,0.04529,Jul,2019
700797,13261653.0,Gil Gel-CoolWave 70ml,6.00000,1.0,antiperspirant,antiperspirant,Gilette,2019-07-01,0.08617,Jul,2019
739550,13266504.0,AF/SH SER SPLASH ARCTIC 100,6.00000,1.0,personal care,after shave,Gilette,2019-07-01,0.02962,Jul,2019
737775,13253561.0,FOAM Regular 6x200ml,6.00000,1.0,personal care,foam,Gilette,2019-07-01,0.1278,Jul,2019
700823,13253576.0,FOAM Sensitive 6x200ml,6.00000,1.0,personal care,foam,Gilette,2019-07-01,0.17794,Jul,2019
700747,13261546.0,SERIES FOAM CON 250 GR,6.00000,1.0,personal care,foam,Gilette,2019-07-01,0.01924,Jul,2019
700771,13261590.0,SERIES GEL SENS 200 GR,6.00000,1.0,personal care,gel,Gilette,2019-07-01,0.02277,Jul,2019
737763,75021184.0,FUSION RAZER 2 Up,36.00000,1.0,system razor,razor,Gilette,2019-07-01,0.0178,Jul,2019
702278,81523295.0,Fus ProGl Flexball R+2Crt,24.00000,1.0,system razor,razor,Gilette,2019-07-01,0.0538,Jul,2019
703854,81523294.0,Fus ProGl Pow Flexball R+1Crt,24.00000,1.0,system razor,razor,Gilette,2019-07-01,0.009,Jul,2019
703054,81676719.0,FusPowStyler Trim+R1 x24,24.00000,1.0,system razor,razor,Gilette,2019-07-01,0.0052,Jul,2019
702981,75070335.0,MACH 3 RAZOR 1UP,36.00000,1.0,system razor,razor,Gilette,2019-07-01,0.0452,Jul,2019
701046,13238619.0,MACH 3 RAZOR+2 CART,36.00000,1.0,system razor,razor,Gilette,2019-07-01,0.0314,Jul,2019
701008,13240703.0,MACH 3 TURBO R+2 K,36.00000,1.0,system razor,razor,Gilette,2019-07-01,0.0244,Jul,2019
737780,80227838.0,MACH 3 TURBO 1UP,36.00000,1.0,system razor,razor,Gilette,2019-07-01,0.0202,Jul,2019
701851,,VENUS PINK R+2 K,6.00000,1.0,system razor,razor,Gilette,2019-07-01,0.0906,Jul,2019
737776,81760658.0,Venus Breez (6) R+2 K,6.00000,1.0,system razor,razor,Gilette,2019-07-01,0.044,Jul,2019
700705,75048932.0,FUSION Crt 2,20.00000,1.0,system blade,blade,Gilette,2019-07-01,0.05319,Jul,2019
700706,75048930.0,FUSION Crt 4,20.00000,1.0,system blade,blade,Gilette,2019-07-01,0.08348,Jul,2019
702724,84854223.0,Fus ProGlide Crt 2,4.00000,1.0,system blade,blade,Gilette,2019-07-01,0.03199,Jul,2019
702422,84854226.0,Fus ProGlide Crt 4,4.00000,1.0,system blade,blade,Gilette,2019-07-01,0.06454,Jul,2019
702279,84854231.0,Fus ProGlide Pow Crt 2,4.00000,1.0,system blade,blade,Gilette,2019-07-01,0.03013,Jul,2019
702428,84854233.0,Fus ProGlide Pow Crt 4,4.00000,1.0,system blade,blade,Gilette,2019-07-01,0.04694,Jul,2019
701026,13227566.0,MACH 3 CARTRIDGES x2,40.00000,1.0,system blade,blade,Gilette,2019-07-01,0.04377,Jul,2019
701028,13220247.0,MACH 3 CARTRIDGES x4,40.00000,1.0,system blade,blade,Gilette,2019-07-01,0.03777,Jul,2019
739501,13220243.0,MACH 3 CARTRIDGES x8,20.00000,1.0,system blade,blade,Gilette,2019-07-01,0.16487,Jul,2019
739203,13264252.0,MACH 3 TR Cx2,40.00000,1.0,system blade,blade,Gilette,2019-07-01,0.031,Jul,2019
739204,13264256.0,MACH 3 TR Cx4,40.00000,1.0,system blade,blade,Gilette,2019-07-01,0.03089,Jul,2019
701006,13265546.0,MACH 3 TR Cx8,20.00000,1.0,system blade,blade,Gilette,2019-07-01,0.09021,Jul,2019
701834,75025757.0,Venus Breez K x 2,4.00000,1.0,system blade,blade,Gilette,2019-07-01,0.03611,Jul,2019
738012,81744858.0,Venus Breez K x 4,4.00000,1.0,system blade,blade,Gilette,2019-07-01,,Jul,2019
701841,13224485.0,VENUS CART.x 4,4.00000,1.0,system blade,blade,Gilette,2019-07-01,0.08532,Jul,2019
737926,75070234.0,Gillette Blue3 Disp x10,12.00000,0.1,blue 3,disposables,Gilette,2019-07-01,0.24742,Jul,2019
738006,75070238.0,Gillette Blue3 Rx3,12.00000,1.0,blue 3,disposables,Gilette,2019-07-01,1.08488,Jul,2019
737922,81477076.0,Gillette Blue3 Blue x6,12.00000,1.0,blue 3,disposables,Gilette,2019-07-01,0.44462,Jul,2019
737875,81477099.0,Gillette Blue3 ICE x6,6.00000,1.0,blue 3,disposables,Gilette,2019-07-01,0.09366,Jul,2019
700785,13259372.0,GILLETTE 2 R x5,24.00000,1.0,other disposables,disposables,Gilette,2019-07-01,6.34638,Jul,2019
737910,81661435.0,GILLETTE BL 2 PL R5,24.00000,1.0,other disposables,disposables,Gilette,2019-07-01,0.28665,Jul,2019
700786,13259374.0,GILLETTE 2 DISP x24,576.00000,0.04167,other disposables,disposables,Gilette,2019-07-01,0.3114,Jul,2019
700359,13263367.0,GILLETTE BL2 PL DISPx24,576.00000,0.04167,other disposables,disposables,Gilette,2019-07-01,0.1704,Jul,2019
701649,81464220.0,Rubie Platinum Plus x5x108,"2,16",0.05,other disposables,disposables,Gilette,2019-07-01,0.0321,Jul,2019
737841,80245042.0,Simply Venus pink 3x4,6.00000,1.0,other disposables,disposables,Gilette,2019-07-01,0.2382,Jul,2019
737880,81646078.0,Simply Venus3 Display 24x24,576.00000,0.04167,other disposables,disposables,Gilette,2019-07-01,0.08273,Jul,2019
702719,84845255.0,Simply Venus2 x4,96.00000,1.0,other disposables,disposables,Gilette,2019-07-01,0.1283,Jul,2019
700109,81078055.0,ARIEL HS WR 16x6*150gr P/B,96.00000,0.16667,,HS,Ariel,2019-08-01,0.04956,Aug,2019
737889,81687033.0,ARIEL HS WR 22x400gr,22.00000,1.0,,HS,Ariel,2019-08-01,0.28039,Aug,2019
737888,81687034.0,ARIEL HS WR 38x400gr P/B,38.00000,1.0,,HS,Ariel,2019-08-01,0.04487,Aug,2019
703930,81653897.0,ARIEL HS WR 23x750gr P/B,23.00000,1.0,,HS,Ariel,2019-08-01,0.1193,Aug,2019
703931,81653895.0,ARIEL HS WR 9x1.6Kg,9.00000,1.0,,HS,Ariel,2019-08-01,0.11243,Aug,2019
700158,81616651.0,ARIEL LS WR 22x450gr,22.00000,1.0,,LS,Ariel,2019-08-01,0.66684,Aug,2019
737804,81220646.0,ARIEL LS WR 10x1.5Kg,1.00000,1.0,,LS,Ariel,2019-08-01,0.7526,Aug,2019
737800,81078036.0,ARIEL LS WR 6x3Kg,6.00000,1.0,,LS,Ariel,2019-08-01,0.6302,Aug,2019
703938,81568570.0,ARIEL LS WR 5Kg,1.00000,1.0,,LS,Ariel,2019-08-01,0.43257,Aug,2019
737898,81687041.0,ARIEL LS Purple Color 10x1.5Kg,1.00000,1.0,,LS,Ariel,2019-08-01,0.4705,Aug,2019
737942,81693797.0,ARIEL LS Lavander 10x1.5Kg,1.00000,1.0,,LS,Ariel,2019-08-01,0.3343,Aug,2019
737801,81220283.0,ARIEL LS Lenor 10x1.5Kg,1.00000,1.0,,LS,Ariel,2019-08-01,0.9191,Aug,2019
700180,81616649.0,ARIEL LS COLOR 22x450gr,22.00000,1.0,,LS,Ariel,2019-08-01,0.81474,Aug,2019
737802,81220651.0,ARIEL LS COLOR 10x1.5Kg,1.00000,1.0,,LS,Ariel,2019-08-01,1.1615,Aug,2019
739016,81568566.0,ARIEL LS COLOR 6x2.5Kg RUS,6.00000,1.0,1-3 kg,LS,Ariel,2019-08-01,0.7688,Aug,2019
703934,81568567.0,ARIEL LS COLOR 1x5Kg,1.00000,1.0,,LS,Ariel,2019-08-01,0.5681,Aug,2019
739160,81738748.0,ARIEL LS COLOR B15 1X9KG ORN CCAR,1.00000,1.0,,LS,Ariel,2019-08-01,,Aug,2019
739145,81738746.0,ARIEL LS WHITE ROSE B15 1X9KG ORN CCAR,1.00000,1.0,,LS,Ariel,2019-08-01,,Aug,2019
737767,81633261.0,ARIEL LQ Color 4x0.975L,4.00000,1.0,liquid,LQ,Ariel,2019-08-01,0.13065,Aug,2019
703824,81758827.0,ARIEL LQ MS 5x0.975L,5.00000,1.0,liquid,LQ,Ariel,2019-08-01,0.08085,Aug,2019
738928,81764882.0,ARIEL LQ AXE OXI 4X1.43L,4.00000,1.0,liquid,LQ,Ariel,2019-08-01,,Aug,2019
737980,81679830.0,ARIEL LQ BABY 4X1.3L/20SC-POS-CAU,4.00000,1.0,liquid,LQ,Ariel,2019-08-01,0.0366,Aug,2019
700096,81754022.0,ARIEL HS MS 11x450gr RUS,11.00000,1.0,hs,HS,Ariel,2019-08-01,,Aug,2019
738312,81450004.0,ARIEL LS Color 11x450gr RUS,11.00000,1.0,400-450 gr,LS,Ariel,2019-08-01,,Aug,2019
738317,81727500.0,ARIEL LS COL 10X1.5KG VO EE,1.00000,1.0,1-3 kg,LS,Ariel,2019-08-01,,Aug,2019
738321,,ARIEL LS TOL COL 6X3KG VO EE,6.00000,1.0,1-3 kg,LS,Ariel,2019-08-01,,Aug,2019
738320,81757074.0,ARIEL LS COLOR 6x3Kg RUS,6.00000,1.0,1-3 kg,LS,Ariel,2019-08-01,,Aug,2019
738328,81552308.0,ARIEL LS Color 4.5Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2019-08-01,,Aug,2019
739018,81450006.0,ARIEL LS Lenor-Col 4.5Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2019-08-01,,Aug,2019
738334,81220656.0,ARIEL LS COLOR 6Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2019-08-01,,Aug,2019
738338,81757076.0,ARIEL LS COLOR 9Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2019-08-01,,Aug,2019
738315,81450001.0,ARIEL LS MS 11x450gr RUS,11.00000,1.0,400-450 gr,LS,Ariel,2019-08-01,,Aug,2019
739155,81727488.0,ARIEL LS MS 6X2.5KG VO EE,6.00000,1.0,1-3 kg,LS,Ariel,2019-08-01,,Aug,2019
738324,81757070.0,ARIEL LS MS 6X3KG DS EECAR,6.00000,1.0,1-3 kg,LS,Ariel,2019-08-01,,Aug,2019
739154,81450005.0,ARIEL LS MS 4.5Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2019-08-01,,Aug,2019
738335,81220245.0,ARIEL LS MS 6Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2019-08-01,,Aug,2019
738339,81757073.0,ARIEL LS MS 9Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2019-08-01,,Aug,2019
738305,81702123.0,ARIEL PODS Color 6x12x23.8g,6.00000,1.0,pods,pods,Ariel,2019-08-01,,Aug,2019
738424,81702136.0,ARIEL PODS Color 3x30x27g,3.00000,1.0,pods,pods,Ariel,2019-08-01,,Aug,2019
738306,81702127.0,ARIEL PODS MS 6x12x25.2g,6.00000,1.0,pods,pods,Ariel,2019-08-01,,Aug,2019
737796,81702131.0,ARIEL PODS MS 3x30x25.2g,3.00000,1.0,pods,pods,Ariel,2019-08-01,,Aug,2019
703398,81719660.0,ARIEL PODS MS 3x23x27g,3.00000,1.0,pods,pods,Ariel,2019-08-01,0.08211,Aug,2019
703399,81490439.0,ARIEL PODS Color 3x23x28.8g,3.00000,1.0,pods,pods,Ariel,2019-08-01,0.04416,Aug,2019
737885,81687036.0,TIDE HS LEMON 22x400gr,22.00000,1.0,hs,HS,Tide,2019-08-01,0.28708,Aug,2019
737887,81687037.0,TIDE HS Lemon P/B 38x400gr,38.00000,1.0,hs,HS,Tide,2019-08-01,0.03673,Aug,2019
703943,81653898.0,TIDE HS Lemon P/B 23x750gr,23.00000,1.0,hs,HS,Tide,2019-08-01,0.09435,Aug,2019
737886,81687035.0,TIDE LS LEMON 22X400gr,22.00000,1.0,400-450 gr,LS,Tide,2019-08-01,0.55197,Aug,2019
703941,81568562.0,TIDE LS LEMON 10x1.35 KG,1.00000,1.0,1-3 kg,LS,Tide,2019-08-01,0.60165,Aug,2019
703942,81568563.0,TIDE LS LEMON 6x2.5KG,6.00000,1.0,1-3 kg,LS,Tide,2019-08-01,0.448,Aug,2019
737971,81687038.0,TIDE LS COLOR 22x400gr,22.00000,1.0,400-450 gr,LS,Tide,2019-08-01,1.00026,Aug,2019
703939,81568559.0,TIDE LS COLOR 10x1.35 KG,1.00000,1.0,1-3 kg,LS,Tide,2019-08-01,1.14867,Aug,2019
703940,81568560.0,TIDE LS COLOR 6x2.5KG,6.00000,1.0,1-3 kg,LS,Tide,2019-08-01,0.605,Aug,2019
703913,81568561.0,TIDE LS COLOR 5KG,1.00000,1.0,4 kg & big,LS,Tide,2019-08-01,3.2281,Aug,2019
737890,81685645.0,TIDE LS LAVENDER 10x1.35 KG,1.00000,1.0,1-3 kg,LS,Tide,2019-08-01,0.8379,Aug,2019
738357,81749618.0,TIDE HS AF 11x400gr RUS,11.00000,1.0,hs,LS,Tide,2019-08-01,,Aug,2019
738362,81749599.0,TIDE LS AF 11x450gr RUS,11.00000,1.0,400-450 gr,LS,Tide,2019-08-01,,Aug,2019
738359,81749602.0,TIDE LS Color 11x450gr RUS,11.00000,1.0,400-450 gr,LS,Tide,2019-08-01,,Aug,2019
739152,81722946.0,TIDE LS Color 10x1.2KG RUS,1.00000,1.0,1-3 kg,LS,Tide,2019-08-01,,Aug,2019
738363,81749605.0,TIDE LS Color 10x1.5kg RUS,1.00000,1.0,1-3 kg,LS,Tide,2019-08-01,,Aug,2019
739151,81749613.0,TIDE LS Color 6x2.5kg RUS,6.00000,1.0,1-3 kg,LS,Tide,2019-08-01,,Aug,2019
739157,81722968.0,TIDE LS AF 6x2.5kg RUS,6.00000,1.0,1-3 kg,LS,Tide,2019-08-01,,Aug,2019
738365,81193589.0,TIDE LS COLOR 6x3KG RUS,6.00000,1.0,1-3 kg,LS,Tide,2019-08-01,,Aug,2019
738366,81201002.0,TIDE LS Lenor+Color 6x3kg RUS,6.00000,1.0,1-3 kg,LS,Tide,2019-08-01,,Aug,2019
738368,81201005.0,TIDE LS AF 6x3kg RUS,6.00000,1.0,1-3 kg,LS,Tide,2019-08-01,,Aug,2019
738377,81769353.0,TIDE LS AF 1x6kg RUS,1.00000,1.0,4 kg & big,LS,Tide,2019-08-01,,Aug,2019
739403,81201001.0,TIDE LS LAV&BIRCH WATER 6X3KG EECAR,6.00000,1.0,1-3 kg,LS,Tide,2019-08-01,,Aug,2019
738376,81722960.0,TIDE LS COLOR (B15) 1X6KG VO EECAR,1.00000,1.0,4 kg & big,LS,Tide,2019-08-01,,Aug,2019
738370,81722954.0,TIDE LS COLOR 1X4.5KG VO EE,1.00000,1.0,4 kg & big,LS,Tide,2019-08-01,,Aug,2019
738379,81769355.0,TIDE LS COLOR 1x9kg RUS,1.00000,1.0,4 kg & big,LS,Tide,2019-08-01,,Aug,2019
738353,81720858.0,TIDE PODS Alpine 3x23x22.8g,3.00000,1.0,pods,pods,Tide,2019-08-01,,Aug,2019
738348,81702107.0,TIDE PODS Alpine 6x12x22.8g,6.00000,1.0,pods,pods,Tide,2019-08-01,,Aug,2019
738352,81744706.0,TIDE PODS Color 3x23x22.8g,3.00000,1.0,pods,pods,Tide,2019-08-01,,Aug,2019
738347,81702106.0,TIDE PODS Color 6x12x22.8g,6.00000,1.0,pods,pods,Tide,2019-08-01,,Aug,2019
700922,81251055.0,Lenor Baby.Sens 12x1L,12.00000,1.0,,LQ,Fairy,2019-08-01,0.01226,Aug,2019
703867,81524378.0,Lenor Bouquet 12x930ML /violet,12.00000,1.0,,LQ,Fairy,2019-08-01,0.00582,Aug,2019
703868,81524352.0,Lenor Orchid 12x930ML /yellow,12.00000,1.0,,LQ,Fairy,2019-08-01,0.01226,Aug,2019
700924,81251058.0,Lenor Scand.Spr 12x1L,12.00000,1.0,,LQ,Fairy,2019-08-01,0.02139,Aug,2019
738020,81695060.0,Lenor Lavander 12x910ML,12.00000,1.0,,LQ,Fairy,2019-08-01,0.00797,Aug,2019
703384,81490991.0,Lenor Garden 12x930ML/red,12.00000,1.0,,LQ,Fairy,2019-08-01,0.00511,Aug,2019
703988,81660285.0,Lenor Sea Mineral 12x910ML,12.00000,1.0,,LQ,Fairy,2019-08-01,0.00662,Aug,2019
703989,81660283.0,Lenor Sheabutter 12x910ML,12.00000,1.0,,LQ,Fairy,2019-08-01,0.00385,Aug,2019
703987,81660287.0,Lenor Silk 12x910ML,12.00000,1.0,,LQ,Fairy,2019-08-01,0.00762,Aug,2019
737967,81682465.0,Lenor Garden 6x1.8L,6.00000,1.0,,LQ,Fairy,2019-08-01,0.00061,Aug,2019
737969,81660291.0,Lenor Sea Mineral 6x1.785L,6.00000,1.0,,LQ,Fairy,2019-08-01,0.00362,Aug,2019
737968,81660289.0,Lenor Sheabutter 6x1.785L,6.00000,1.0,,LQ,Fairy,2019-08-01,0.00091,Aug,2019
737970,81660293.0,Lenor Silk 6x1.785L,6.00000,1.0,,LQ,Fairy,2019-08-01,0.00121,Aug,2019
703340,81586711.0,Fairy Apple 450ml,21.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.1895,Aug,2019
700677,81087310.0,Fairy Chamomile&Vit.E 500ml,21.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.10438,Aug,2019
700680,81066493.0,Fairy Extra Care 21X500ML,21.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.16029,Aug,2019
703342,81586715.0,Fairy Granate 21x450ml,21.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.1258,Aug,2019
703339,81578334.0,Fairy Lemon 450ml,21.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.27474,Aug,2019
703341,81586714.0,Fairy Orange 21x450ml,21.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.09188,Aug,2019
738910,81723371.0,Fairy Lemon 20x750ml,2.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
738913,81723419.0,Fairy Pl-Higiene Lemon 21x500ml,21.00000,1.0,platinium,dishwashing liqud,Fairy,2019-08-01,0.24429,Aug,2019
738912,81723420.0,Fairy Pl-Higiene&Lime 20x750ml,2.00000,1.0,platinium,dishwashing liqud,Fairy,2019-08-01,0.20422,Aug,2019
739182,81742874.0,FAIRY HDW LOTION 21X450ML SENS CAU-CAR,21.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
739183,81742875.0,FAIRY HDW LOTION 20X750ML SENS CAU-CAR,2.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
739161,81742876.0,FAIRY HDW LOTION 16X1000ML SENS CAU-CAR,16.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
738914,81723422.0,Fairy Lemon 9x1.5L,9.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.11913,Aug,2019
738911,81723408.0,Fairy Apple 9x1.5L,9.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
738909,81475626.0,Fairy Apple 16x1L,16.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.13326,Aug,2019
700679,81118955.0,Fairy Extra Care 1L,1.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.17581,Aug,2019
738908,81475622.0,Fairy Lemon 16x1L,16.00000,1.0,,dishwashing liqud,Fairy,2019-08-01,0.16779,Aug,2019
700687,81743687.0,Fairy Lemon 21x500ml New,21.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
700692,81743690.0,Fairy Apple 21x500ml New,21.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
700685,81743698.0,Fairy Forest Ber 21x500ml New,21.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
738181,81730983.0,Fairy Pure & Clean 21x450ml,21.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
739698,,FAIRY HDW APPLE 21X450ML ALHRM CEN/PL,21.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
739700,,FAIRY HDW LEMON 21X450ML ALHRM  CEN/PL,21.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
739702,,FAIRY HDW POMEGRN 21X450ML ALHRM CEN/PL,21.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
739701,,FAIRY HDW APPLE 12X900ML ALHRM CEN,12.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
739699,,FAIRY HDW LEMON 12X900ML ALHRM CEN,12.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
700686,81743688.0,Fairy Lemon 10x1 L New,1.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
700691,81743692.0,Fairy Apple 10x1 L New,1.00000,1.0,base,dishwashing liqud,Fairy,2019-08-01,,Aug,2019
739076,81677043.0,Fairy ADW Lemon 5X22,5.00000,1.0,fairy pods,pods,Fairy,2019-08-01,,Aug,2019
737770,81634426.0,Fairy ADW Lemon 5X36,5.00000,1.0,fairy pods,pods,Fairy,2019-08-01,,Aug,2019
737879,81688699.0,Fairy ADW Pl-Lemon 5X16,5.00000,1.0,fairy pods,pods,Fairy,2019-08-01,,Aug,2019
739120,81688700.0,Fairy ADW Pl-Lemon 5X26,5.00000,1.0,fairy pods,pods,Fairy,2019-08-01,,Aug,2019
737964,,Pamp BW Sensitive 12x52,12.00000,1.0,total wipes,wipes,Pampers,2019-08-01,0.04104,Aug,2019
737963,,Pamp BW Fresh 12x52,12.00000,1.0,total wipes,wipes,Pampers,2019-08-01,0.03638,Aug,2019
737867,81688520.0,PAMP Pants S6 3x25,3.00000,1.0,total pants,diapers,Pampers,2019-08-01,0.13667,Aug,2019
737864,81688518.0,PAMP Pants S5 3x28,3.00000,1.0,total pants,diapers,Pampers,2019-08-01,0.12601,Aug,2019
737863,81692466.0,PAMP Pants S4 3x30,3.00000,1.0,total pants,diapers,Pampers,2019-08-01,0.09251,Aug,2019
739303,81561943.0,PAMP NewBaby S1 8*27,8.00000,1.0,total n1,diapers,Pampers,2019-08-01,0.6378,Aug,2019
738025,81680814.0,PAMP GP S3 2x90 6-10 kg,2.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.938,Aug,2019
739307,81680818.0,PAMP GP S4 2x76 9-14 kg,2.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,1.54567,Aug,2019
738026,81680823.0,PAMP GP S4+ 2x70 10-15 kg,2.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.05639,Aug,2019
739309,81680827.0,PAMP GP S5 2x64 11-16 kg,2.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,1.9733,Aug,2019
738028,81680831.0,PAMP GP S6 2x56 13-18kg,2.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,1.16507,Aug,2019
737966,81680794.0,PAMP JP S3 2x70,2.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.08167,Aug,2019
737962,81680796.0,PAMP JP S4 3x62,3.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.32618,Aug,2019
737955,81680801.0,PAMP JP S5 2x54,2.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.4527,Aug,2019
737946,81680808.0,PAMP JP S6 3x48,3.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.4528,Aug,2019
737947,81087755.0,PAMP S1 NewBaby 4x43,4.00000,1.0,total n1,diapers,Pampers,2019-08-01,0.41401,Aug,2019
737948,81571285.0,PAMP S2 9x17 new,9.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.19474,Aug,2019
737950,81571286.0,PAMP S3 8x15 new,8.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.12967,Aug,2019
737951,81571287.0,PAMP S4 8x13 new,8.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.24528,Aug,2019
737949,81571288.0,PAMP S5 8x11 new,8.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.38244,Aug,2019
737959,81678651.0,PAMP S6 8x10 new,8.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.31319,Aug,2019
737958,81499892.0,PAMP S2 MINI 2x66,2.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.59324,Aug,2019
737956,81555677.0,PAMP S3 MIDI 3x54,3.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.024,Aug,2019
737961,81555693.0,PAMP S4+ MAXI 4x40,4.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.02422,Aug,2019
737960,81499722.0,PAMP S4 MAXI 3x46,3.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.00179,Aug,2019
737953,81680813.0,PAMP S5 JUNIOR 3X38,3.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.02005,Aug,2019
737829,81680817.0,PAMP S6 4x32,4.00000,1.0,total pampers ,diapers,Pampers,2019-08-01,0.00338,Aug,2019
737995,81689698.0,Pamp Premium S1 2x52 VP,2.00000,1.0,total premium,diapers,Pampers,2019-08-01,0.10725,Aug,2019
737994,81689699.0,Pamp Premium S2 2x46 VP,2.00000,1.0,total premium,diapers,Pampers,2019-08-01,0.08022,Aug,2019
